,Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,sentiments,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
488,Eddie the Eagle,2016,81,94.066,Dexter Fletcher,"Taron Egerton, Hugh Jackman, Jo Hartley, Tom Costello","Cut from the Olympic ski team, British athlete Michael ""Eddie"" Edwards travels to Germany to test his skills at ski...",positive,45060480.0,Comedy,7.3,54.0,106.0,92116.0
489,Whip It,2009,85,92.214,Drew Barrymore,"Ellen Page, Marcia Gay Harden, Kristen Wiig, Drew Barrymore",Bliss Cavendar lives in small-town Texas and yearns to break free of her mother's world of beauty pageants and conformity....,positive,18889972.0,Drama,6.9,68.0,111.0,66926.0
490,Field of Dreams,1989,87,91.877,Phil Alden Robinson,"Kevin Costner, Amy Madigan, James Earl Jones, Gaby Hoffman","When Iowa farmer Ray (Kevin Costner) hears a mysterious voice one night in his cornfield saying ""If you build it,...",negative,64431625.0,Drama,7.5,57.0,107.0,117327.0
491,Heaven Can Wait,1978,89,93.372,Warren Beatty,"Warren Beatty, Julie Christie, Jack Warden, James Mason","Joe Pendleton (Warren Beatty), quarterback for the Los Angeles Rams, is killed in an auto accident. In the afterlife, Joe...",negative,98800000.0,Comedy,6.9,72.0,101.0,21015.0
492,The Way Back,2020,84,98.305,Gavin O'Connor,"Ben Affleck, Al Madrigal, Janina Gavankar, Jeremy Radin","Jack Cunningham was a high school basketball superstar who suddenly walked away from the game for unknown reasons. Years later,...",negative,26524989.0,Drama,7.3,66.0,133.0,115604.0
493,Dream Horse,2020,89,94.658,Euros Lyn,"Toni Collette, Damian Lewis, Owen Teale, Joanna Page","The film tells the inspiring true story of Dream Alliance, an unlikely race horse bred by small town bartender, Jan...",positive,6482891.0,Comedy,6.9,68.0,113.0,4894.0
494,The Color of Money,1986,89,92.993,Martin Scorsese,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver","Former pool hustler ""Fast Eddie"" Felson (Paul Newman) decides he wants to return to the game by taking a pupil....",negative,52293000.0,Drama,7.0,77.0,119.0,82079.0
495,Touching the Void,2003,94,97.843,Kevin Macdonald,"Brendan Mackey, Nicholas Aaron, Richard Hawking, Joe Simpson","In 1985, two young climbers, Joe Simpson (Brendan Mackey) and Simon Yates (Nicholas Aaron), set out to be the first...",positive,15396525.0,Adventure,8.0,82.0,106.0,35628.0
496,Deep Water,2006,96,97.735,Louise Osmond,Tilda Swinton,"In 1968, Donald Crowhurst, an inexperienced British sailor, puts up his home as collateral, gains financial backing and enters the...",negative,736762.0,Drama,5.4,53.0,115.0,34865.0
497,Million Dollar Baby,2004,90,101.375,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie","Frankie Dunn (Clint Eastwood) is a veteran Los Angeles boxing trainer who keeps almost everyone at arm's length, except his...",negative,231928227.0,Drama,8.1,86.0,132.0,675372.0
498,Breaking Away,1979,95,98.045,Peter Yates,"Dennis Christopher, Dennis Quaid, Daniel Stern, Jackie Earle Haley","Dave (Dennis Christopher) and his working-class friends Cyril (Daniel Stern), Moocher (Jackie Earle Haley) and Mike (Dennis Quaid) spend their...",positive,20000000.0,Comedy,7.7,91.0,101.0,23441.0
499,Rush,2013,89,97.945,Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara","In the mid-1970s, charismatic English playboy James Hunt (Chris Hemsworth) and Austrian perfectionist Niki Lauda (Daniel Brühl) share an intense...",positive,98230839.0,Drama,8.1,74.0,123.0,468608.0
500,The Fighter,2010,91,100.364,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo","For Micky Ward (Mark Wahlberg), boxing is a family affair. His tough-as-nails mother is his manager. His half-brother, Dicky (Christian...",negative,129262388.0,Drama,7.8,79.0,116.0,360109.0
501,Foxcatcher,2014,87,97.359,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave",When wealthy John du Pont (Steve Carell) invites Olympic wrestler Mark Schultz (Channing Tatum) to move to his estate and...,negative,19303058.0,Drama,7.0,81.0,134.0,141521.0
502,Creed II,2018,83,102.083,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","In 1985, Russian boxer Ivan Drago killed former U.S. champion Apollo Creed in a tragic match that stunned the world....",negative,213591522.0,Drama,7.1,66.0,130.0,120979.0
503,The Bad News Bears,1976,97,98.604,Michael Ritchie,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten","Hard-drinking, ex-minor-league hopeful Morris Buttermaker (Walter Matthau) grumpily agrees to coach a Little League team at the behest of lawyer-councilman...",negative,42349782.0,Comedy,7.3,84.0,102.0,22577.0
504,The Hustler,1961,96,99.578,Robert Rossen,"Paul Newman, Jackie Gleason, George C. Scott, Piper Laurie",Story Fast Eddie Felsen (Paul Newman) and his adventures in the world of professional pool. Fast Eddie is a young...,positive,7600000.0,Drama,8.0,90.0,134.0,81084.0
505,Rocky,1976,91,97.539,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burgess Meredith, Burt Young","Rocky Balboa (Sylvester Stallone), a small-time boxer from working-class Philadelphia, is arbitrarily chosen to take on the reigning world heavyweight...",positive,225000000.0,Drama,8.1,70.0,120.0,560026.0
506,Raging Bull,1980,94,99.996,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",The story of a middleweight boxer as he rises through ranks to earn his first shot at the middleweight crown....,positive,23380513.0,Drama,8.2,89.0,129.0,346117.0
507,Bull Durham,1988,97,101.759,Ron Shelton,"Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson","In Durham, N.C., the Bulls minor league baseball team has one asset no other can claim: a poetry-loving groupie named...",negative,50888729.0,Comedy,7.0,73.0,108.0,53717.0
508,Moneyball,2011,94,105.239,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright","Billy Beane (Brad Pitt), general manager of the Oakland A's, one day has an epiphany: Baseball's conventional wisdom is all...",negative,111300835.0,Drama,7.6,87.0,133.0,411015.0
509,Free Solo,2018,97,106.204,Elizabeth Chai Vasarhelyi,"Alex Honnold, Tommy Caldwell, Sanni McCandless, Jimmy Chin","Alex Honnold completes the first free solo climb of famed El Capitan's 3,000-foot vertical rock face at Yosemite National Park....",positive,28611090.0,Adventure,8.1,83.0,100.0,65386.0
510,The Wrestler,2008,98,107.927,Darren Aronofsky,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis","Aging wrestler Randy ""The Ram"" Robinson (Mickey Rourke) is long past his prime but still ready and rarin' to go...",negative,46634275.0,Drama,7.9,80.0,109.0,302404.0
511,"I, Tonya",2017,90,118.915,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson","In 1991, talented figure skater Tonya Harding becomes the first American woman to complete a triple axel during a competition....",negative,53797409.0,Comedy,7.5,77.0,119.0,208875.0
512,Creed,2015,95,107.296,Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","Adonis Johnson (Michael B. Jordan) never knew his famous father, boxing champion Apollo Creed, who died before Adonis was born....",positive,173567581.0,Drama,7.6,82.0,133.0,267292.0
513,Solomon Kane,2009,66,67.319,Michael J. Bassett,"James Purefoy, Max von Sydow, Rachel Hurd-Wood, Alice Krige",A man (James Purefoy) must renounce his newly taken vows of peace to rescue a young woman (Rachel Hurd-Wood) from...,positive,22024849.0,Horror,6.1,48.0,104.0,73224.0
514,Conan the Barbarian,1982,66,67.632,John Milius,"Arnold Schwarzenegger, James Earl Jones, Sandahl Bergman, Gerry Lopez",Orphaned boy Conan (Arnold Schwarzenegger) is enslaved after his village is destroyed by the forces of vicious necromancer Thulsa Doom...,positive,79114085.0,Adventure,6.9,43.0,129.0,146804.0
515,The Forbidden Kingdom,2008,63,68.17,Rob Minkoff,"Jackie Chan, Jet Li, Michael Angarano, Crystal Liu","Jason (Michael Angarano), an American teenager, is a huge fan of Hong Kong cinema and old kung-fu movies. While browsing...",positive,129075270.0,Adventure,6.5,57.0,104.0,105239.0
516,Ladyhawke,1985,68,69.271,Richard Donner,"Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Leo McKern","Upon breaking out of a dungeon, youthful thief Phillipe Gaston (Matthew Broderick) befriends Capt. Navarre (Rutger Hauer), a man with...",negative,18400000.0,Comedy,6.9,64.0,121.0,46828.0
517,The Imaginarium of Doctor Parnassus,2009,64,71.849,Terry Gilliam,"Heath Ledger, Christopher Plummer, Verne Troyer, Andrew Garfield","Dr. Parnassus (Christopher Plummer), the leader of a traveling show, has a dark secret. Thousands of years ago he traded...",positive,64352607.0,Comedy,6.8,65.0,123.0,148749.0
518,Clash of the Titans,1981,65,67.394,Desmond Davis,"Harry Hamlin, Laurence Olivier, Judi Bowker, Claire Bloom","Perseus (Harry Hamlin), son of the Greek god Zeus (Laurence Olivier), grows up on a deserted island. His destiny is...",positive,493214888.0,Adventure,5.8,39.0,106.0,280392.0
519,The Chronicles of Narnia: Prince Caspian,2008,66,74.136,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell","One year after their previous adventure, the Pevensie children (Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell) return to the...",positive,417341288.0,Adventure,6.5,62.0,150.0,207495.0
520,The Hobbit: An Unexpected Journey,2012,64,77.921,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","Bilbo Baggins (Martin Freeman) lives a simple life with his fellow hobbits in the shire, until the wizard Gandalf (Ian...",positive,1014938545.0,Adventure,7.8,58.0,169.0,803888.0
521,The Witches of Eastwick,1987,66,71.982,George Miller,"Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer","Three small-town friends, Alexandra (Cher), Jane (Susan Sarandon) and Sukie (Michelle Pfeiffer), each having lost the man in their lives,...",negative,63749955.0,Comedy,6.5,67.0,118.0,68882.0
522,Nanny McPhee,2005,74,79.598,Kirk Jones,"Emma Thompson, Colin Firth, Kelly Macdonald, Derek Jacobi","Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased...",negative,128745578.0,Comedy,6.6,59.0,97.0,75347.0
523,Into the Woods,2014,71,80.786,Rob Marshall,"Meryl Streep, Emily Blunt, James Corden, Anna Kendrick","As the result of the curse of a once-beautiful witch (Meryl Streep), a baker (James Corden) and his wife (Emily...",positive,212550576.0,Comedy,5.9,69.0,125.0,139818.0
524,Peter Pan,2003,77,81.095,P.J. Hogan,"Jason Isaacs, Jeremy Sumpter, Rachel Hurd-Wood, Olivia Williams","As Wendy Darling (Rachel Hurd-Wood) recounts stories to her brothers, John (Harry Newell) and Michael (Freddie Popplewell), she is visited...",positive,95255485.0,Adventure,6.8,64.0,113.0,72132.0
525,The Dark Crystal,1982,79,81.493,Jim Henson,"John Baddeley, Stephen Garlick, David Buck, Barry Dennen","Jen (Stephen Garlick), raised by the noble race called the Mystics, has been told that he is the last survivor...",positive,40577001.0,Adventure,7.1,66.0,93.0,65993.0
526,The Hobbit: The Desolation of Smaug,2013,74,83.64,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Benedict Cumberbatch","Having survived the first part of their unsettling journey, Bilbo Baggins (Martin Freeman) and his companions (Ian McKellen, Richard Armitage)...",positive,959358436.0,Adventure,7.8,66.0,161.0,642990.0
527,Where the Wild Things Are,2009,73,83.738,Spike Jonze,"Catherine Keener, Max Records, Mark Ruffalo, James Gandolfini","Feeling misunderstood at home and at school, mischievous Max (Max Records) escapes to the land of the Wild Things, majestic...",positive,99123656.0,Drama,6.7,71.0,101.0,104486.0
528,Excalibur,1981,74,81.145,John Boorman,"Nicol Williamson, Nigel Terry, Helen Mirren, Nicholas Clay","The magical sword of Excalibur starts off in the hands of British lord Uther Pendragon (Gabriel Byrne) and then, years...",positive,34200000.0,Drama,7.3,56.0,140.0,61280.0
529,Dragonslayer,1981,82,84.115,Matthew Robbins,"Peter MacNicol, Caitlin Clarke, Ralph Richardson, John Hallam",A terrible dragon is terrorizing the medieval land of Urland in the 6th century. Representatives from the kingdom seek the...,positive,6000000.0,Adventure,6.6,68.0,109.0,17847.0
530,The Holy Mountain,1973,83,84.549,Alexandro Jodorowsky,"Alexandro Jodorowsky, Horacio Salinas, Ramona Saunders",A Mexican master (Alexandro Jodorowsky) leads a Christ figure (Horacio Salinas) and other disciples to a mountain of immortal wise...,negative,68535.0,Drama,7.8,76.0,114.0,42037.0
531,The Spiderwick Chronicles,2008,81,86.017,Mark Waters,"Freddie Highmore, Sarah Bolger, Mary-Louise Parker, David Strathairn","Of the three Grace children, Jared (Freddie Highmore) has always been thought of as the troublemaker. So when strange things...",positive,162839667.0,Drama,6.5,62.0,96.0,94751.0
532,Jumanji: The Next Level,2019,71,86.276,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan","When Spencer goes back into the fantastical world of Jumanji, pals Martha, Fridge and Bethany re-enter the game to bring...",positive,798332900.0,Adventure,6.7,58.0,123.0,238537.0
533,Harry Potter and the Chamber of Secrets,2002,82,90.395,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh","The follow-up to ""Harry Potter and the Sorcerer's Stone"" finds young wizard Harry Potter (Daniel Radcliffe) and his friends, Ron...",positive,875454054.0,Adventure,7.4,63.0,161.0,615121.0
534,Matilda,1996,91,90.559,Danny DeVito,"Mara Wilson, Danny DeVito, Rhea Perlman, Embeth Davidtz","This film adaptation of a Roald Dahl work tells the story of Matilda Wormwood (Mara Wilson), a gifted girl forced...",negative,33098222.0,Comedy,6.9,72.0,102.0,146506.0
535,Charlie and the Chocolate Factory,2005,83,92.047,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter","Based on the beloved Roald Dahl tale, this comedic and fantastical film follows young Charlie Bucket (Freddie Highmore) and his...",positive,475825484.0,Comedy,6.6,72.0,115.0,466247.0
536,Bridge to Terabithia,2007,85,92.057,Gabor Csupo,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick","The life of Jesse (Josh Hutcherson), an adolescent, changes when he befriends Leslie (AnnaSophia Robb), the class outsider. The children...",positive,137984788.0,Drama,7.2,74.0,96.0,154075.0
537,Time Bandits,1981,90,92.489,Terry Gilliam,"John Cleese, Sean Connery, Shelley Duvall, Katherine Helmond",Young history buff Kevin (Craig Warnock) can scarcely believe it when six dwarfs emerge from his closet one night. Former...,negative,37400000.0,Comedy,6.9,79.0,110.0,62947.0
538,The BFG,2016,74,92.963,Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",Ten-year-old Sophie is in for the adventure of a lifetime when she meets the Big Friendly Giant (Mark Rylance). Naturally...,positive,199646680.0,Adventure,6.3,66.0,117.0,84761.0
539,Cinderella,2015,84,93.817,Kenneth Branagh,"Cate Blanchett, Lily James, Richard Madden, Helena Bonham-Carter","After her father unexpectedly dies, young Ella (Lily James) finds herself at the mercy of her cruel stepmother (Cate Blanchett)...",positive,542351353.0,Comedy,4.2,41.0,113.0,39879.0
540,Edward Scissorhands,1990,90,93.95,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall",A scientist (Vincent Price) builds an animated human being -- the gentle Edward (Johnny Depp). The scientist dies before he...,positive,53980220.0,Drama,7.9,74.0,105.0,477701.0
541,Harry Potter and the Half-Blood Prince,2009,84,95.304,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter","As Death Eaters wreak havoc in both Muggle and Wizard worlds, Hogwarts is no longer a safe haven for students....",positive,929411069.0,Adventure,7.6,78.0,153.0,528070.0
542,The Witches,1990,93,95.629,Nicolas Roeg,"Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson","While staying at a hotel in England with his grandmother, Helga (Mai Zetterling), young Luke (Jasen Fisher) inadvertently spies on...",positive,26576182.0,Comedy,5.3,47.0,106.0,38342.0
543,Fantastic Beasts and Where to Find Them,2016,74,95.692,David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol","The year is 1926, and Newt Scamander (Eddie Redmayne) has just completed a global excursion to find and document an...",negative,811724385.0,Adventure,7.2,66.0,132.0,460142.0
